health_zone,lng,lat
Yafunga,24.352959,0.7341618
Yalufi,24.4020197,0.7411432
Yaekela,24.3078667,0.7812145
Nkuringo,29.6251989,-1.0784846
Lowa,25.8138696,-1.3952586
Kowe,25.8175077,-1.6535893
Banataba,25.4175226,-0.4448806
Lilo,25.4275433,-0.6186373
Kilindi,25.6767098,-1.1620227
Île M'Bie,25.8024481,-1.3436086
Kisobi,25.3335899,0.0114033
Kabeta,25.3968705,-0.1393863
Maliabo,25.3448981,0.0104377
Mokobe,25.3647602,-0.0585576
Mongbwalu,30.0458305,1.9368525
Shari,30.1902792,1.5669841
Makeke,29.2871668,0.614202
Mulango,30.4803977,1.2064619
Kyavinyonge,29.5537929,-0.1516443
Mweso,29.0425934,-1.1274261
Butogo,29.9728094,0.7240626
Koki,28.6991391,1.3980111
Bafwabango,27.8228705,1.7496027
Bafwambaya,27.8155998,1.7192821
Yindi,27.695487,1.5911181
Mamopi,28.4727115,1.4109479
Melebwe,28.7769674,1.3388802
Tolitoli,29.4065193,1.394791
Île Kishushu,29.021433,-2.0943983
Île Shushu,29.0018337,-2.0132712
Nteko,29.6069425,-1.0654595
Nord-Kivu,28.7061945,-0.5645647
Ituri,29.4980774,1.8330623
Tshopo,25.1651226,0.4991493
Pawa,29.6332643,2.1167429
Kanyasi,29.389569,-0.0330259
Pfunda,29.3096748,-1.7107914
Kitumbiro,29.1899546,-0.2677001
Lusogha,29.1122261,-0.8208428
Butalongola,29.1630283,-0.742335
Bulindi,29.1353971,-0.7563688
Kirumba,29.1885684,-0.5597066
Nyamyumba,29.314376,-1.7048306
Nyabugando,29.7374552,0.0237185
Kyempara,29.7504346,0.0055003
Robinville,28.8208073,2.125964
Buyankiri,28.5731185,-2.091541
Chambucha,28.426293,-1.7977992
Hombo,28.4504702,-1.8680928
Mayuwano,28.377604,-1.7328535
Mabimbi,28.3591864,-1.697582
Kirima,29.1173556,0.1883202
Motokolea,28.765504,0.357843
Ngoma,28.761479,0.350198
Manguredjipa,28.765479,0.353433
Mbunia,28.8993083,0.4508765
Zacharia,28.8865327,0.3207906
Kighutu,29.8790665,0.1079469
Butungama,30.27353,1.0844296
Kyabukunguru,30.378148,1.1121048
Kibuku,30.2384234,0.9389691
Karambi,30.1947266,0.8546084
Nyarurambi,29.6802546,-0.9571324
Bujengwe,29.6682026,-0.9284191
Byumba,29.6945061,-0.9266525
Nyamiyaga,29.6640058,-0.9224578
Karangara,29.6701974,-0.9027778
Rutendere,29.6501654,-0.9232745
Katembe,29.6508442,-0.945554
Kyajura,29.6694062,-0.8667953
Bushoro,29.6668168,-0.8358861
Nyabirehe,29.6452435,-0.8072787
Kihembe,29.6621669,-0.8051063
Mutabagwe,29.6802213,-0.8136528
Mulo,29.2648101,-0.1282095
Nihima,28.6631326,-1.5042
Kikuku,29.0629537,-0.9746438
Mirangi,29.1004129,-0.8932213
Kiahala,29.0663987,-0.9340155
Lusuli,29.0883284,-0.930454
Yandjali,24.1431749,0.6566762
Yamfira,24.1852855,0.6822735
Yankeleli,24.2541218,0.7619502
Camp de déplacés de Mpati,28.9063996,-1.1506632
Kalengera,28.9328487,-1.1885555
Nyange,28.8538287,-1.1472428
Notre Dame de YANGAMBI,24.4573353,0.7994802
Weko,24.4885254,0.9952104
Yalofa,24.4795346,0.9499198
Yalokombe,24.7894853,0.5854597
Yalongosa,24.6984485,0.6279301
Weko,24.4883537,0.994953
Yalofa,24.4791269,0.9498072
Bayanguma,25.2095702,0.7214335
Mbangbungbuze,25.2349144,0.8279745
bayaso,25.2310051,0.8120961
Bobanza,25.331765,2.0136306
Mahanga,28.670155,-1.3559512
Bunagana,29.6034336,-1.2938735
Bukombo,28.771482,-1.3300997
Obaye,27.7301199,-1.3396143
Kabasha,29.3720867,0.3776992
Buganga,29.0101944,-1.7275209
Katale,29.3683156,-1.3389458
Ziga,30.7532349,1.7598578
Songa 1/Moya,30.7429747,1.7406039
Songa 2/Mbili,30.7384124,1.7294446
Tara,30.729987,1.7122738
Cacagba,30.7124836,1.7002587
Muvaramu,30.6980903,1.6913151
Cango,30.6831945,1.6817417
Von,30.6707243,1.6720247
Mangodomu,29.3665981,0.5200684
Kyanzaba,29.3177912,0.5324412
Mboso,29.3224071,0.5433903
Kalibi,29.2957257,0.5589924
Mangodomu Deuxième,29.3250791,0.5666241
Manyuba,29.3276902,0.579897
Linzo,29.3164237,0.6071724
Mangina,29.3073265,0.6038107
Maosiama,29.286378,0.6217078
Mandumbi,29.3679344,0.7298032
Matula,29.243561,0.5600322
Mangole,29.2601096,0.5635847
Mambabwanga,29.2908451,0.5323101
Bomili,29.2786199,0.5333259
Mambabwanga III,29.2747408,0.5266547
Baka,29.2686617,0.5241894
Mikili,29.2650818,0.5222118
Mabulengo,29.2630983,0.5213741
Kaukabo I,29.261827,0.5207287
Mbumé,29.2646081,0.5182149
Mbumé II,29.2616113,0.5171901
Kaukabo II,29.2537558,0.519605
Buyuma,29.248639,0.5157179
Saha,29.2122005,0.4644141
Mabalako,29.2106874,0.4612573
Kasuku,29.2053263,0.4487234
Buna,29.2856382,0.4728176
Buna II,29.2773685,0.4698153
Irango I,29.2856583,0.509045
Moseli,29.2002919,0.5484447
Mambale,29.2623797,0.4669169
Visiki III,29.2363953,0.4544462
Visiki I,29.2300982,0.4594034
Visiki II,29.2226468,0.4591464
Cantine,29.2438838,0.4582561
Mighobwe,29.1863187,0.5653181
Bela,29.2568307,0.6225278
Masali,29.2542559,0.6284608
Lukaya,29.2460634,0.6923647
Njiambili,29.2448713,0.704592
Paida,29.5003234,0.4745779
Mununzi,29.2412151,0.5933395
Mangwengwete,29.2354048,0.5595429
Nyaleke,29.4924837,0.4768808
Mangolikene,29.5003182,0.4708042
Talyata,29.5049193,0.4674524
Buitse,29.5051319,0.4747829
Manzua,29.3651275,0.5668923
Molende,29.3579403,0.6012326
Burutsu,29.3881765,0.5713701
Bunzi,29.3867851,0.505346
Kasinga,29.4234634,0.5016301
Pandekali,29.2032591,0.5126858
Malese,29.1943649,0.5237724
Masangi III,29.1796673,0.5108385
Aloia,29.1883775,0.5123606
Mangalo,29.1923774,0.5173979
Masangi I,29.1999027,0.5298266
Masangi II,29.1767375,0.5133857
Rumbay,29.1717151,0.5145485
Kiavitondo,29.1925246,0.4955738
Aloi,29.1404251,0.5095889
Vulambayi,29.1878724,0.4335927
Vatanda,29.185042,0.4277546
Kakuka,29.1788149,0.4188959
Musienene,29.25040946,0.02039169211
Masereka,29.322411,-0.1587883163
Luna,29.65940358,0.8605058372
